   15000000.000000000        332645.34485836583     
   15050505.050505051        330856.92003382306     
   15101010.101010103        329129.09173902229     
   15151515.151515154        327459.42862720432     
   15202020.202020206        325845.60168494482     
   15252525.252525257        324285.37960745808     
   15303030.303030308        322776.62440442020     
   15353535.353535360        321317.28722354589     
   15404040.404040411        319905.40437992633     
   15454545.454545463        318539.09357985383     
   15505050.505050514        317216.55032853934     
   15555555.555555565        315936.04451175750     
   15606060.606060617        314695.91714204790     
   15656565.656565668        313494.57726065494     
   15707070.707070719        312330.49898690853     
   15757575.757575771        311202.21870723355     
   15808080.808080822        310108.33239643456     
   15858585.858585874        309047.49306432664     
   15909090.909090925        308018.40832118678     
   15959595.959595976        307019.83805587463     
   16010101.010101028        306050.59222082444     
   16060606.060606079        305109.52871844184     
   16111111.111111131        304195.55138374836     
   16161616.161616182        303307.60805840889     
   16212121.212121233        302444.68875155016     
   16262626.262626285        301605.82388303679     
   16313131.313131336        300790.08260511118     
   16363636.363636388        299996.57119852974     
   16414141.414141439        299224.43153954518     
   16464646.464646490        298472.83963427879     
   16515151.515151542        297741.00421722030     
   16565656.565656593        297028.16541076533     
   16616161.616161644        296333.59344287217     
   16666666.666666696        295656.58742007066     
   16717171.717171747        294996.47415320715     
   16767676.767676799        294352.60703344701     
   16818181.818181850        293724.36495618674     
   16868686.868686900        293111.15129065030     
   16919191.919191949        292512.39289306151     
   16969696.969696999        291927.53916139127     
   17020202.020202048        291356.06112978322     
   17070707.070707098        290797.45060085785     
   17121212.121212147        290251.21931418421     
   17171717.171717197        289716.89814929903     
   17222222.222222246        289194.03636173083     
   17272727.272727296        288682.20085056435     
   17323232.323232345        288180.97545615112     
   17373737.373737395        287689.96028664667     
   17424242.424242444        287208.77107211109     
   17474747.474747494        286737.03854497673     
   17525252.525252543        286274.40784574213     
   17575757.575757593        285820.53795280628     
   17626262.626262642        285375.10113540851     
   17676767.676767692        284937.78242868907     
   17727272.727272741        284508.27912993042     
   17777777.777777791        284086.30031508446     
   17828282.828282841        283671.56637473102     
   17878787.878787890        283263.80856865249     
   17929292.929292940        282862.76859824767     
   17979797.979797989        282468.19819604186     
   18030303.030303039        282079.85873158439     
   18080808.080808088        281697.52083305729     
   18131313.131313138        281320.96402394644     
   18181818.181818187        280949.97637415834     
   18232323.232323237        280584.35416499077     
   18282828.282828286        280223.90156739240     
   18333333.333333336        279868.43033297005     
   18383838.383838385        279517.75949722738     
   18434343.434343435        279171.71509453800     
   18484848.484848484        278830.12988438166     
   18535353.535353534        278492.84308838838     
   18585858.585858583        278159.70013775554     
   18636363.636363633        277830.55243062356     
   18686868.686868683        277505.25709900953     
   18737373.737373732        277183.67678491824     
   18787878.787878782        276865.67942526354     
   18838383.838383831        276551.13804525003     
   18888888.888888881        276239.93055987637     
   18939393.939393930        275931.93958324107     
   18989898.989898980        275627.05224533810     
   19040404.040404029        275325.16001604672     
   19090909.090909079        275026.15853603103     
   19141414.141414128        274729.94745427539     
   19191919.191919178        274436.43027199421     
   19242424.242424227        274145.51419266377     
   19292929.292929277        273857.10997793474     
   19343434.343434326        273571.13180919440     
   19393939.393939376        273287.49715455412     
   19444444.444444425        273006.12664105068     
   19494949.494949475        272726.94393185462     
   19545454.545454524        272449.87560828944     
   19595959.595959574        272174.85105647176     
   19646464.646464624        271901.80235839204     
   19696969.696969673        271630.66418725968     
   19747474.747474723        271361.37370694603     
   19797979.797979772        271093.87047536403     
   19848484.848484822        270828.09635162988     
   19898989.898989871        270563.99540685763     
   19949494.949494921        270301.51383844530     
   19999999.999999970        270040.59988771362     
