   998.89464798719462     
   150.00000000000000        332645.34485837002        8.0484854111299793E-015
   150.70707070707073        325314.28444254294        8.0484854111299793E-015
   151.41414141414145        318420.55484519794        8.0484854111299793E-015
   152.12121212121215        311934.55586206599        8.0484854111299793E-015
   152.82828282828288        305828.92283645127        8.0484854111299793E-015
   153.53535353535358        300078.33954927907        8.0484854111299793E-015
   154.24242424242431        294659.36814011337        8.0484854111299793E-015
   154.94949494949503        289550.29440146172        8.0484854111299793E-015
   155.65656565656573        284730.98695946811        8.0484854111299793E-015
   156.36363636363646        280182.76900639245        8.0484854111299793E-015
   157.07070707070716        275888.30138616631        8.0484854111299793E-015
   157.77777777777789        271831.47595564462        8.0484854111299793E-015
   158.48484848484861        267997.31825258071        8.0484854111299793E-015
   159.19191919191931        264371.89859826514        8.0484854111299793E-015
   159.89898989899004        260942.25084946875        8.0484854111299793E-015
   160.60606060606074        257696.29809194233        8.0484854111299793E-015
   161.31313131313146        254622.78463725050        8.0484854111299793E-015
   162.02020202020219        251711.21374703094        8.0484854111299793E-015
   162.72727272727289        248951.79056466732        8.0484854111299793E-015
   163.43434343434362        246335.36978453124        8.0484854111299793E-015
   164.14141414141432        243853.40763400483        8.0484854111299793E-015
   164.84848484848504        241497.91778398829        8.0484854111299793E-015
   165.55555555555577        239261.43084001259        8.0484854111299793E-015
   166.26262626262647        237136.95709884586        8.0484854111299793E-015
   166.96969696969720        235117.95228499253        8.0484854111299793E-015
   167.67676767676789        233198.28600806932        8.0484854111299793E-015
   168.38383838383862        231372.21270602089        8.0484854111299793E-015
   169.09090909090935        229634.34486076093        8.0484854111299793E-015
   169.79797979798005        227979.62829235735        8.0484854111299793E-015
   170.50505050505078        226403.31935551533        8.0484854111299793E-015
   171.21212121212147        224900.96387806136        8.0484854111299793E-015
   171.91919191919220        223468.37769554954        8.0484854111299793E-015
   172.62626262626293        222101.62864916745        8.0484854111299793E-015
   173.33333333333363        220797.01992593918        8.0484854111299793E-015
   174.04040404040435        219551.07463093020        8.0484854111299793E-015
   174.74747474747505        218360.52149087610        8.0484854111299793E-015
   175.45454545454578        217222.28159745957        8.0484854111299793E-015
   176.16161616161651        216133.45610646278        8.0484854111299793E-015
   176.86868686868721        215091.31481628018        8.0484854111299793E-015
   177.57575757575793        214093.28555587595        8.0484854111299793E-015
   178.28282828282863        213136.94431827273        8.0484854111299793E-015
   178.98989898989936        212220.00608110917        8.0484854111299793E-015
   179.69696969697009        211340.31626077619        8.0484854111299793E-015
   180.40404040404079        210495.84275115823        8.0484854111299793E-015
   181.11111111111151        209684.66850212656        8.0484854111299793E-015
   181.81818181818221        208904.98459668475        8.0484854111299793E-015
   182.52525252525294        208155.08378908766        8.0484854111299793E-015
   183.23232323232367        207433.35446937644        8.0484854111299793E-015
   183.93939393939436        206738.27502261804        8.0484854111299793E-015
   184.64646464646509        206068.40855374024        8.0484854111299793E-015
   185.35353535353579        205422.39795122435        8.0484854111299793E-015
   186.06060606060652        204798.96126508422        8.0484854111299793E-015
   186.76767676767724        204196.88737654546        8.0484854111299793E-015
