   362.30505681613801     
   150.00000000000000        332645.34485837002        332645.34485837002        193.87495828203083     
   150.70707070707073        328422.27480276534        331514.51037537417        194.36521201031337     
   151.41414141414145        324463.44944493880        330422.95284497290        194.83014416294751     
   152.12121212121215        320749.13511952414        329368.31538794521        195.27107188468941     
   152.82828282828288        317261.25194228272        328348.40128433023        195.68924332580997     
   153.53535353535358        313983.21566782205        327361.16145164747        196.08584128123923     
   154.24242424242431        310899.79684248276        326404.68306874653        196.46198663644537     
   154.94949494949503        307996.99511482025        325477.17922355462        196.81874163038111     
   155.65656565656573        305261.92685971112        324576.97947768815        197.15711294527529     
   156.36363636363646        302682.72452155035        323702.52125362132        197.47805463252061     
   157.07070707070716        300248.44629446772        322852.34196114470        197.78247088341138     
   157.77777777777789        297948.99493892072        322025.07178944716        198.07121865301400     
   158.48484848484861        295775.04468933743        321219.42709952249        198.34511014500836     
   159.19191919191931        293717.97534075356        320434.20435890811        198.60491516491638     
   159.89898989899004        291769.81271701097        319668.27456715790        198.85136334873675     
   160.60606060606074        289923.17482189444        318920.57812605851        199.08514627362689     
   161.31313131313146        288171.22305993550        318190.12011352339        199.30691945691760     
   162.02020202020219        286507.61798751331        317475.96592443500        199.51730424940862     
   162.72727272727289        284926.47911897785        316777.23724552925        199.71688962857385     
   163.43434343434362        283422.34836825030        316093.10833479237        199.90623389700366     
   164.14141414141432        281990.15675487969        315422.80257883033        200.08586629112637     
   164.84848484848504        280625.19404588302        314765.58930431877        200.25628850498052     
   165.55555555555577        279323.08104171685        314120.78082199476        200.41797613355433     
   166.26262626262647        278079.74424714904        313487.72968374286        200.57138003996681     
   166.96969696969720        276891.39269624389        312865.82613519096        200.71692765053677     
   167.67676767676789        275754.49672567646        312254.49574789451        200.85502418156869     
   168.38383838383862        274665.76851259294        311653.19721667189        200.98605380148072     
   169.09090909090935        273622.14421264821        311061.42030898260        201.11038073170570     
   169.79797979798005        272620.76755098451        310478.68395443237        201.22835028961265     
   170.50505050505078        271658.97473408224        309904.53446355485        201.34028987652377     
   171.21212121212147        270734.28056384431        309338.54386598349        201.44650991373612     
